carrier_group,reporting_airport,origin_destination,n_flights,n_cancelled,n_ge_3h,p_ge_3h,p_cancelled,avg_delay_min
TUI Airways,CARDIFF WALES,PALMA DE MALLORCA,129,0,0.99999999,0.007751937906976744,0.0,26.131782945736433
Ryanair,BELFAST INTERNATIONAL,MANCHESTER,622,4,4.81632648,0.007743290160771704,0.006389776357827476,11.709003215434084
Jet2.com,LEEDS BRADFORD,ANTALYA,259,1,2.00000014,0.0077220082625482625,0.0038461538461538464,24.72972972972973
easyJet,MANCHESTER,BELFAST INTERNATIONAL,1267,11,9.76934652,0.007710612880820836,0.008607198748043818,16.50039463299132
British Airways,HEATHROW,MIAMI INTERNATIONAL,509,6,3.91578978,0.0076931036935166995,0.011650485436893204,13.44007858546169
Ryanair,STANSTED,CASTELLON COSTA AZAHAR,130,0,1.00000004,0.007692308,0.0,18.053846153846155
easyJet,BRISTOL,KRAKOW,260,2,1.9999999800000001,0.0076923076153846155,0.007633587786259542,16.557692307692307
Ryanair,BRISTOL,POZNAN,130,0,0.99999999,0.007692307615384615,0.0,10.476923076923077
easyJet,BRISTOL,MADRID,246,3,1.89181296,0.007690296585365854,0.012048192771084338,18.735772357723576
Loganair Ltd,ABERDEEN,SUMBURGH,929,48,7.1356658400000015,0.007681018127018301,0.04912998976458546,12.21205597416577
Jet2.com,EAST MIDLANDS INTERNATIONAL,IBIZA,131,0,1.0000000999999998,0.00763358854961832,0.0,11.381679389312977
easyJet,GATWICK,STRASBOURG,131,0,0.99999999,0.007633587709923664,0.0,16.076335877862597
Ryanair,MANCHESTER,ALICANTE,1169,3,8.91906123,0.007629650325064158,0.002559726962457338,20.24294268605646
British Airways,HEATHROW,LOS ANGELES INTERNATIONAL,1039,8,7.92426382,0.00762681792107796,0.007640878701050621,9.60538979788258
Ryanair,STANSTED,MALTA,525,0,4.000000590000001,0.0076190487428571445,0.0,27.18095238095238
Ryanair,STANSTED,TALLIN,263,3,2.00000003,0.007604562851711026,0.011278195488721804,18.927756653992397
easyJet,MANCHESTER,FARO,263,5,1.99999999,0.007604562699619772,0.018656716417910446,12.011406844106464
Jet2.com,NEWCASTLE,FUERTEVENTURA,132,0,1.00000004,0.007575757878787878,0.0,17.393939393939394
Air Astana,HEATHROW,ALMATY,132,1,1.00000004,0.007575757878787878,0.007518796992481203,13.553030303030303
easyJet,LIVERPOOL (JOHN LENNON),PRAGUE,132,1,1.0,0.007575757575757576,0.007518796992481203,22.53787878787879
Loganair Ltd,GLASGOW,SUMBURGH,370,18,2.80024792,0.007568237621621622,0.04639175257731959,14.697297297297297
easyJet,GATWICK,BARCELONA,1322,13,9.99999983,0.00756429639183056,0.009737827715355805,14.414523449319214
easyJet,LUTON,INVERNESS,529,5,4.0000000899999995,0.007561436843100188,0.009363295880149813,24.015122873345934
Ryanair,EDINBURGH,SEVILLE,133,1,1.0,0.007518796992481203,0.007462686567164179,16.30075187969925
TUI Airways,GATWICK,FUERTEVENTURA,133,0,0.99999999,0.007518796917293233,0.0,20.81954887218045
Wizz Air,BIRMINGHAM,CRAIOVA,134,3,1.00000004,0.007462686865671642,0.021897810218978103,11.552238805970148
Ryanair,NEWCASTLE,FARO,134,3,1.00000004,0.007462686865671642,0.021897810218978103,10.388059701492537
easyJet,BRISTOL,LAS PALMAS,134,2,0.99999999,0.007462686492537313,0.014705882352941176,18.76865671641791
Ryanair,EDINBURGH,BELFAST INTERNATIONAL,537,2,4.00000026,0.007448790055865922,0.0037105751391465678,15.968342644320298
easyJet,GATWICK,CHANIA,394,3,2.93316616,0.0074445841624365475,0.007556675062972292,32.68527918781726
Jet2.com,BIRMINGHAM,ALICANTE,403,1,3.00000006,0.00744416888337469,0.0024752475247524753,19.245657568238215
Aer Lingus,EDINBURGH,BELFAST CITY (GEORGE BEST),1031,45,7.660513170000001,0.007430177662463628,0.041821561338289966,15.710960232783705
easyJet,MANCHESTER,BELFAST CITY (GEORGE BEST),249,4,1.85000008,0.007429719196787149,0.015810276679841896,15.156626506024097
easyJet,LUTON,GENEVA,1078,0,7.99999993,0.007421150213358071,0.0,21.053803339517625
easyJet,LIVERPOOL (JOHN LENNON),PARIS (CHARLES DE GAULLE),258,5,1.9130434600000001,0.007414897131782947,0.019011406844106463,10.391472868217054
Air Canada,HEATHROW,OTTAWA INTERNATIONAL,135,5,1.00000008,0.007407408,0.03571428571428571,17.17037037037037
easyJet,BIRMINGHAM,FARO,135,0,1.00000008,0.007407408,0.0,9.481481481481481
Jet2.com,STANSTED,ANTALYA,405,0,3.0,0.007407407407407408,0.0,19.42222222222222
Ryanair,BIRMINGHAM,POZNAN,135,0,1.0,0.007407407407407408,0.0,14.22962962962963
Royal Jordanian,MANCHESTER,AMMAN,135,0,0.99999999,0.007407407333333333,0.0,13.251851851851852
Ryanair,NEWCASTLE,ARRECIFE,135,0,0.9999999800000001,0.00740740725925926,0.0,25.05925925925926
Jet2.com,BOURNEMOUTH,TENERIFE (SURREINA SOFIA),135,0,0.9999999800000001,0.00740740725925926,0.0,13.985185185185186
Ryanair,MANCHESTER,FUNCHAL,135,1,0.9999999800000001,0.00740740725925926,0.007352941176470588,10.377777777777778
British Airways,HEATHROW,KUALA LUMPUR (SEPANG),270,3,1.99999972,0.00740740637037037,0.01098901098901099,9.829629629629629
easyJet,BELFAST INTERNATIONAL,LIVERPOOL (JOHN LENNON),1316,11,9.74530709,0.007405248548632219,0.008289374529012811,8.528115501519757
TUI Airways,BIRMINGHAM,BOA VISTA (RABIL),122,1,0.9,0.007377049180327869,0.008130081300813009,23.524590163934427
Ryanair,MANCHESTER,PRAGUE,407,1,3.00000003,0.007371007444717444,0.0024509803921568627,18.35135135135135
Jet2.com,MANCHESTER,PAPHOS,272,0,2.00000008,0.007352941470588235,0.0,33.213235294117645
Ryanair,BRISTOL,SOFIA,136,0,1.0,0.007352941176470588,0.0,22.647058823529413
Ryanair,MANCHESTER,CHARLEROI,953,13,7.000000340000001,0.007345225960125918,0.013457556935817806,14.326337880377755
Ryanair,STANSTED,EDINBURGH,1087,4,7.950262200000001,0.007313948666053359,0.0036663611365719525,16.2851885924563
Loganair Ltd,GLASGOW,BENBECULA,506,34,3.69705771,0.007306438162055336,0.06296296296296296,14.845849802371541
Ryanair,BIRMINGHAM,BUCHAREST (OTOPENI),274,0,2.00000015,0.007299270620437956,0.0,24.62773722627737
Ryanair,BRISTOL,VENICE,137,0,1.00000004,0.007299270364963504,0.0,19.094890510948904
Jet2.com,STANSTED,ROME (FIUMICINO),137,0,1.0,0.0072992700729927005,0.0,29.072992700729927
Emirates,MANCHESTER,DUBAI,1096,4,7.9894741300000005,0.0072896661770073,0.0036363636363636364,14.319343065693431
Virgin Atlantic Airways Ltd,HEATHROW,ORLANDO,525,10,3.82617184,0.007287946361904762,0.018691588785046728,14.980952380952381
Pegasus Airlines,STANSTED,IZMIR (ADNAN MENDERES),412,1,2.99999989,0.007281553131067961,0.002421307506053269,9.851941747572816
easyJet,MANCHESTER,ALICANTE,822,1,5.98360545,0.0072793253649635035,0.001215066828675577,22.324817518248175
British Airways,HEATHROW,MILAN (MALPENSA),1086,16,7.90094531,0.0072752719244935544,0.014519056261343012,15.368324125230203
Emerald Airlines (Ireland) Limited,BRISTOL,DUBLIN,674,10,4.90060563,0.007270928234421365,0.014619883040935672,19.735905044510385
Ryanair,STANSTED,BERGERAC,277,4,1.9999998,0.007220215884476535,0.014234875444839857,18.815884476534297
British Airways,LONDON CITY,IBIZA,552,5,3.97590384,0.007202724347826087,0.008976660682226212,14.730072463768115
easyJet,SOUTHEND,MALTA,139,0,1.0000000500000001,0.007194244964028778,0.0,18.201438848920862
easyJet,LUTON,PRAGUE,278,2,2.00000008,0.007194244892086331,0.007142857142857143,18.10431654676259
Jet2.com,BELFAST INTERNATIONAL,FARO,139,0,1.0000000100000002,0.007194244676258994,0.0,5.784172661870503
easyJet,LIVERPOOL (JOHN LENNON),ENFIDHA - HAMMAMET INTL,139,3,0.99999996,0.007194244316546763,0.02112676056338028,14.424460431654676
Wizz Air,LUTON,ISTANBUL,411,2,2.9512195000000006,0.007180582725060829,0.004842615012106538,12.481751824817518
Emerald Airlines Uk Ltd,BELFAST CITY (GEORGE BEST),SOUTHAMPTON,826,15,5.93024178,0.007179469467312349,0.0178359096313912,11.50726392251816
Jet2.com,MANCHESTER,FARO,418,1,3.0,0.007177033492822967,0.002386634844868735,17.789473684210527
easyJet,GATWICK,CORFU,697,1,4.99999958,0.007173600545193687,0.0014326647564469914,22.041606886657103
easyJet,EDINBURGH,MILAN (LINATE),275,2,1.9677418,0.007155424727272727,0.007220216606498195,11.356363636363636
easyJet,BRISTOL,DUBROVNIK,140,1,1.0000000999999998,0.007142857857142856,0.0070921985815602835,13.071428571428571
TUI Airways,GATWICK,LARNACA,140,2,1.00000004,0.007142857428571428,0.014084507042253521,28.114285714285714
Ryanair,STANSTED,OSLO (GARDERMOEN),420,0,2.99999971,0.0071428564523809525,0.0,15.757142857142858
easyJet,GLASGOW,ALICANTE,271,4,1.93333342,0.0071340716605166055,0.014545454545454545,11.911439114391143
easyJet,GATWICK,KRAKOW,397,9,2.82871811,0.007125234534005038,0.022167487684729065,17.87405541561713
easyJet,MANCHESTER,JERSEY,264,5,1.8776225100000001,0.007112206477272728,0.01858736059479554,19.397727272727273
easyJet,MANCHESTER,NAPLES,141,2,1.00000008,0.00709219914893617,0.013986013986013986,18.879432624113477
TUI Airways,MANCHESTER,MALAGA,141,0,0.99999999,0.007092198510638297,0.0,28.70921985815603
Ryanair,STANSTED,BOLOGNA,565,0,3.99999963,0.007079645362831858,0.0,17.113274336283187
easyJet,LUTON,MALAGA,834,6,5.90144967,0.007076078741007194,0.007142857142857143,20.5947242206235
Jet2.com,BIRMINGHAM,MAHON,142,0,1.00000004,0.0070422538028169016,0.0,22.781690140845072
Jet2.com,BIRMINGHAM,CORFU,142,1,1.0,0.007042253521126761,0.006993006993006993,31.47887323943662
Wizz Air,GATWICK,LARNACA,426,0,2.9999996600000003,0.007042252723004696,0.0,14.507042253521126
British Airways,GATWICK,LAS PALMAS,285,0,1.9999999000000002,0.00701754350877193,0.0,18.96842105263158
Loganair Ltd,GLASGOW,KIRKWALL,424,8,2.97222232,0.007009958301886793,0.018518518518518517,8.266509433962264
Air Serbia,HEATHROW,BELGRADE,424,1,2.96875017,0.007001769268867924,0.002352941176470588,16.172169811320753
Aer Lingus,BRISTOL,DUBLIN,286,0,2.0000000300000003,0.006993007097902099,0.0,11.188811188811188
Aer Lingus,BRISTOL,CORK,143,0,0.9999998400000001,0.006993005874125875,0.0,7.146853146853147
Emerald Airlines Uk Ltd,BELFAST CITY (GEORGE BEST),BIRMINGHAM,1630,66,11.37767958,0.006980171521472393,0.03891509433962264,16.030674846625768
Wizz Air,GATWICK,MALAGA,432,0,2.9999999200000005,0.00694444425925926,0.0,11.51388888888889
easyJet,BELFAST INTERNATIONAL,MANCHESTER,1266,10,8.78743032,0.006941098199052133,0.007836990595611285,16.187993680884677
British Airways,HEATHROW,NEW YORK (NEWARK),706,15,4.89787078,0.00693749402266289,0.020804438280166437,14.643059490084985
Aer Lingus,LEEDS BRADFORD,BELFAST CITY (GEORGE BEST),1114,52,7.70687737,0.0069182023070017955,0.044596912521440824,12.754937163375224
easyJet,MANCHESTER,HERAKLION,138,2,0.95454555,0.006916996739130435,0.014285714285714285,33.391304347826086
Jet2.com,MANCHESTER,VENICE,145,2,1.00000008,0.006896552275862069,0.013605442176870748,19.93793103448276
easyJet,BRISTOL,FUERTEVENTURA,145,0,1.00000008,0.006896552275862069,0.0,12.03448275862069
Ryanair,EDINBURGH,SOFIA,145,0,1.00000004,0.006896552,0.0,18.75862068965517
Wizz Air,LEEDS BRADFORD,BUCHAREST (OTOPENI),145,2,1.00000004,0.006896552,0.013605442176870748,10.544827586206896
Jet2.com,BRISTOL,MALAGA,145,0,1.0,0.006896551724137931,0.0,26.337931034482757
TUI Airways,GATWICK,HERAKLION,145,0,0.99999999,0.006896551655172414,0.0,35.42068965517242
Wizz Air,GATWICK,BUDAPEST,577,1,3.9787234400000004,0.006895534558058926,0.0017301038062283738,18.175043327556327
Jet2.com,BIRMINGHAM,LARNACA,146,1,1.0000000999999998,0.006849315753424657,0.006802721088435374,34.65068493150685
easyJet,GATWICK,LJUBLJANA,292,0,2.0000000900000003,0.00684931537671233,0.0,14.431506849315069
Ryanair,EDINBURGH,POZNAN,267,4,1.8181818200000002,0.006809669737827716,0.014760147601476014,20.823970037453183
Virgin Atlantic Airways Ltd,HEATHROW,DELHI,724,5,4.91935415,0.006794688052486188,0.006858710562414266,8.512430939226519
Ryanair,STANSTED,LISBON,1164,8,7.90203276,0.00678868793814433,0.006825938566552901,20.286941580756015
Wizz Air,LUTON,IASI,727,2,4.93442652,0.006787381733149931,0.0027434842249657062,8.452544704264099
Ryanair,EAST MIDLANDS INTERNATIONAL,IRELAND WEST(KNOCK),148,0,0.99999999,0.006756756689189189,0.0,11.97972972972973
Ryanair,STANSTED,OSTRAVA,148,1,0.99999996,0.0067567564864864866,0.006711409395973154,22.89864864864865
Eastern Airways,ABERDEEN,WICK JOHN O GROATS,246,74,1.6612200000000001,0.006752926829268293,0.23125,15.707317073170731
Jet2.com,GLASGOW,PALMA DE MALLORCA,297,1,1.9999998800000003,0.006734006329966331,0.003355704697986577,17.82154882154882
easyJet,LIVERPOOL (JOHN LENNON),AMSTERDAM,436,5,2.93379437,0.0067288861697247715,0.011337868480725623,15.022935779816514
Ryanair,STANSTED,KATOWICE,588,1,3.9534879600000004,0.006723618979591837,0.001697792869269949,14.239795918367347
Ryanair,LUTON,ATHENS,149,1,1.0000000999999998,0.006711410067114093,0.006666666666666667,40.0
Ryanair,MANCHESTER,IRELAND WEST(KNOCK),149,0,1.00000004,0.00671140966442953,0.0,13.48993288590604
TUI Airways,EAST MIDLANDS INTERNATIONAL,ARRECIFE,149,0,1.0,0.006711409395973154,0.0,19.61744966442953
TUI Airways,GATWICK,ILHA DO SAL C.VERDE,149,1,0.99999999,0.00671140932885906,0.006666666666666667,15.93288590604027
Virgin Atlantic Airways Ltd,MANCHESTER,ORLANDO,448,3,2.99999949,0.0066964274330357145,0.0066518847006651885,15.419642857142858
Ryanair,STANSTED,TIRANA,897,0,5.99999937,0.006688962508361204,0.0,28.64659977703456
British Airways,HEATHROW,LYON,864,14,5.7787553,0.006688374189814815,0.015945330296127564,13.92361111111111
Wizz Air,GATWICK,VIENNA,599,1,3.9999999199999996,0.006677796193656093,0.0016666666666666668,13.46076794657763
easyJet,BRISTOL,MURCIA INTERNATIONAL,150,0,1.00000008,0.0066666671999999995,0.0,11.246666666666666
British Airways,GATWICK,GRENADA,150,0,1.0,0.006666666666666667,0.0,12.173333333333334
easyJet,MANCHESTER,MARRAKESH,292,2,1.9444446,0.006659056849315069,0.006802721088435374,11.996575342465754
Ryanair,STANSTED,ARRECIFE,452,0,3.00000039,0.006637169004424778,0.0,11.030973451327434
easyJet,LUTON,PARIS (CHARLES DE GAULLE),1198,4,7.94917933,0.006635375066777963,0.0033277870216306157,16.976627712854757
Icelandair,MANCHESTER,KEFLAVIK,297,3,1.9677417,0.006625392929292929,0.01,9.367003367003367
Wizz Air,GATWICK,MILAN (MALPENSA),604,1,4.00000024,0.006622516953642385,0.001652892561983471,14.91225165562914
Ryanair,STANSTED,BALE MULHOUSE,151,0,1.0,0.006622516556291391,0.0,21.589403973509935
TUI Airways,BIRMINGHAM,LAS PALMAS,151,0,0.99999996,0.0066225162913907286,0.0,27.91390728476821
Norwegian Air Shuttle Aoc As,EDINBURGH,OSLO (GARDERMOEN),151,1,0.9999999,0.006622515894039735,0.006578947368421052,10.814569536423841
Loganair Ltd,GLASGOW,ISLAY,583,36,3.84900264,0.006602062847341338,0.05815831987075929,12.269296740994854
easyJet,LIVERPOOL (JOHN LENNON),FARO,450,4,2.9672127899999996,0.006593806199999999,0.00881057268722467,8.904444444444444
easyJet,NEWCASTLE,PALMA DE MALLORCA,152,1,1.00000008,0.006578947894736842,0.006535947712418301,23.769736842105264
easyJet,LUTON,MAHON,152,0,0.9999999900000001,0.0065789473026315794,0.0,18.019736842105264
TUI Airways,GATWICK,ARRECIFE,152,2,0.99999999,0.006578947302631579,0.012987012987012988,23.74342105263158
Ryanair,EDINBURGH,CHARLEROI,453,10,2.9787233000000004,0.00657554812362031,0.02159827213822894,21.415011037527595
Ryanair,LIVERPOOL (JOHN LENNON),TENERIFE (SURREINA SOFIA),305,0,2.00000016,0.006557377573770492,0.0,16.878688524590164
Aer Lingus,BIRMINGHAM,BELFAST CITY (GEORGE BEST),1743,70,11.40413289,0.006542818640275387,0.03861003861003861,13.415949512335054
Kuwait Airways,MANCHESTER,KUWAIT,153,0,1.00000004,0.006535947973856209,0.0,6.189542483660131
Ryanair,EAST MIDLANDS INTERNATIONAL,BELFAST INTERNATIONAL,153,0,1.00000004,0.006535947973856209,0.0,10.627450980392156
Ryanair,LIVERPOOL (JOHN LENNON),POZNAN,153,0,0.99999996,0.006535947450980392,0.0,17.41830065359477
Ryanair,LUTON,MALAGA,307,0,2.00000013,0.006514658403908795,0.0,19.879478827361563
Jet2.com,STANSTED,FARO,307,0,1.9999999800000001,0.006514657915309446,0.0,10.348534201954397
Jet2.com,GLASGOW,ALICANTE,307,0,1.9999997600000001,0.0065146571986970684,0.0,9.469055374592834
easyJet,BELFAST INTERNATIONAL,FARO,459,3,2.98076956,0.0064940513289760355,0.006493506493506494,9.446623093681918
easyJet,EDINBURGH,TENERIFE (SURREINA SOFIA),297,2,1.92857158,0.006493507003367004,0.006688963210702341,15.282828282828282
Ryanair,BELFAST INTERNATIONAL,EAST MIDLANDS INTERNATIONAL,154,1,1.00000004,0.006493506753246753,0.0064516129032258064,10.493506493506494
Jet2.com,LIVERPOOL (JOHN LENNON),TENERIFE (SURREINA SOFIA),308,0,2.00000006,0.0064935066883116885,0.0,10.941558441558442
Ryanair,LUTON,LUBLIN (PORT LOTNICZY),309,1,2.00000009,0.006472492200647249,0.0032258064516129032,15.718446601941748
British Airways,GATWICK,HERAKLION,309,0,2.00000002,0.006472491974110032,0.0,17.210355987055017
Jet2.com,BRISTOL,PALMA DE MALLORCA,309,0,1.9999996800000002,0.006472490873786409,0.0,22.258899676375403
easyJet,NEWCASTLE,AMSTERDAM,297,2,1.91666667,0.006453423131313131,0.006688963210702341,13.356902356902356
Jetblue Airways Corporation,EDINBURGH,BOSTON,155,2,1.0,0.0064516129032258064,0.012738853503184714,12.206451612903226
Ryanair,EDINBURGH,BOURNEMOUTH,155,0,0.9999999800000001,0.006451612774193549,0.0,27.43225806451613
Ryanair,BIRMINGHAM,OPORTO (PORTUGAL),155,1,0.9999999800000001,0.006451612774193549,0.00641025641025641,13.6
Ryanair,STANSTED,KAUNAS,311,0,1.9999999400000001,0.006430867974276528,0.0,12.122186495176848
Wizz Air,LUTON,SPHINX INTERNATIONAL,156,3,1.0000000500000001,0.006410256730769232,0.018867924528301886,32.44871794871795
Eurowings Luftverkehrs,MANCHESTER,HAMBURG,156,3,1.00000004,0.006410256666666667,0.018867924528301886,13.782051282051283
easyJet,MANCHESTER,LISBON,312,6,2.00000002,0.006410256474358974,0.018867924528301886,22.483974358974358
British Airways,GATWICK,SALZBURG,312,2,1.99999988,0.006410256025641026,0.006369426751592357,11.701923076923077
Jetblue Airways Corporation,GATWICK,BOSTON,156,0,0.99999986,0.006410255512820513,0.0,13.205128205128204
Ryanair,MANCHESTER,ARRECIFE,463,1,2.96774148,0.006409808812095032,0.0021551724137931034,21.794816414686824
Ethiopian Airlines,MANCHESTER,ADDIS ABABA,313,0,2.0000001,0.006389776677316293,0.0,22.82747603833866
British Airways,HEATHROW,SEATTLE (TACOMA),628,7,4.00000039,0.0063694273726114655,0.011023622047244094,18.412420382165607
Jet2.com,NEWCASTLE,LAS PALMAS,157,1,1.00000004,0.006369427006369426,0.006329113924050633,17.70700636942675
Ryanair,LIVERPOOL (JOHN LENNON),FARO,157,0,1.0,0.006369426751592357,0.0,8.32484076433121
easyJet,EDINBURGH,STANSTED,1087,8,6.9205279200000005,0.0063666310211591545,0.0073059360730593605,11.904323827046918
Loganair Ltd,LIVERPOOL (JOHN LENNON),ISLE OF MAN,605,14,3.84615404,0.006357279404958678,0.022617124394184167,13.608264462809917
Loganair Ltd,ISLE OF MAN,LIVERPOOL (JOHN LENNON),606,16,3.8472421100000003,0.006348584339933994,0.02572347266881029,14.752475247524753
Virgin Atlantic Airways Ltd,HEATHROW,RIYADH,158,0,1.0000000199999999,0.0063291140506329105,0.0,6.563291139240507
Wizz Air,LUTON,CLUJ NAPOCA,632,1,4.00000004,0.006329113987341772,0.001579778830963665,10.455696202531646
Ryanair,MANCHESTER,SHANNON,316,0,1.99999995,0.006329113765822785,0.0,19.623417721518987
Ryanair,STANSTED,FUERTEVENTURA,311,3,1.9642858200000002,0.006316031575562701,0.009554140127388535,16.080385852090032
Delta Airlines,HEATHROW,SEATTLE (TACOMA),307,2,1.9374999000000002,0.0063110745928338765,0.006472491909385114,12.817589576547231
easyJet,GATWICK,BERLIN BRANDENBURG,939,20,5.92546262,0.006310396826411076,0.020855057351407715,12.394036208732695
easyJet,JERSEY,LIVERPOOL (JOHN LENNON),317,2,1.9999998800000003,0.0063091478864353324,0.006269592476489028,7.712933753943218
easyJet,LIVERPOOL (JOHN LENNON),JERSEY,318,4,1.9999999800000001,0.006289308113207548,0.012422360248447204,9.374213836477987
Emerald Airlines (Ireland) Limited,ISLE OF MAN,DUBLIN,468,8,2.94285717,0.006288156346153846,0.01680672268907563,11.036324786324787
Emerald Airlines (Ireland) Limited,BRISTOL,CORK,307,7,1.92297804,0.0062637721172638435,0.022292993630573247,12.970684039087947
Wizz Air,LUTON,KATOWICE,639,0,3.99999985,0.006259780672926448,0.0,10.929577464788732
easyJet,GATWICK,ALICANTE,1439,2,8.9999985,0.006254342251563586,0.0013879250520471894,18.33703961084086
Ryanair,BELFAST INTERNATIONAL,ALICANTE,320,1,2.00000008,0.00625000025,0.003115264797507788,15.909375
easyJet,EDINBURGH,MUNICH,161,1,1.00000004,0.006211180372670808,0.006172839506172839,14.316770186335404
easyJet,GATWICK,BARI (PALESE),161,1,0.99999986,0.0062111792546583845,0.006172839506172839,23.96894409937888
easyJet,GATWICK,DUBROVNIK,478,5,2.9581822100000004,0.006188665711297072,0.010351966873706004,18.531380753138077
Ryanair,BIRMINGHAM,BERLIN BRANDENBURG,162,0,1.0000000100000002,0.006172839567901236,0.0,20.944444444444443
easyJet,GATWICK,BALE MULHOUSE,646,9,3.98387034,0.006166981950464397,0.013740458015267175,10.547987616099071
easyJet,GATWICK,PARIS (CHARLES DE GAULLE),1444,37,8.902610939999999,0.006165243033240997,0.024983119513842,18.384349030470915
