carrier_group,reporting_airport,origin_destination,n_flights,n_cancelled,n_ge_3h,p_ge_3h,p_cancelled,avg_delay_min
Egypt Air,HEATHROW,CAIRO,1046,5,2.00000034,0.0019120462141491398,0.004757373929590866,11.5697896749522
easyJet,GATWICK,MADRID,525,1,1.00000008,0.001904762057142857,0.0019011406844106464,11.163809523809524
Ryanair,STANSTED,NUREMBERG,529,2,0.99999976,0.0018903587145557657,0.003766478342749529,21.695652173913043
easyJet,GATWICK,TENERIFE (SURREINA SOFIA),1054,8,1.9888892300000003,0.0018869916793168883,0.007532956685499058,11.359582542694497
easyJet,EDINBURGH,BIRMINGHAM,1054,9,1.975,0.0018738140417457307,0.008466603951081843,14.716318785578748
Loganair Ltd,HEATHROW,CITY OF DERRY (EGLINTON),1023,17,1.90777011,0.001864877917888563,0.016346153846153847,10.038123167155426
Vueling,GATWICK,BILBAO,1087,7,1.98888869,0.001829704406623735,0.006398537477148081,5.640294388224471
Emirates,GATWICK,DUBAI,1095,1,2.00000007,0.001826484082191781,0.0009124087591240876,9.838356164383562
Klm,LEEDS BRADFORD,AMSTERDAM,1083,29,1.9763887900000001,0.0018249203970452448,0.026079136690647483,12.850415512465373
Air Portugal,HEATHROW,LISBON,2133,22,3.87559971,0.0018169712658227847,0.010208816705336427,19.428035630567276
Air France,HEATHROW,PARIS (CHARLES DE GAULLE),2189,36,3.95635742,0.0018073811877569665,0.016179775280898877,14.472818638647784
Air Baltic,GATWICK,RIGA,560,0,1.00000008,0.0017857144285714284,0.0,11.339285714285714
Virgin Atlantic Airways Ltd,HEATHROW,BOSTON,559,4,0.9830506999999999,0.00175858801431127,0.007104795737122558,5.840787119856888
Aer Lingus,EDINBURGH,DUBLIN,2227,50,3.9152533899999997,0.0017580841445891332,0.021958717610891524,13.154916928603502
Ryanair,GLASGOW,DUBLIN,1126,2,1.9772728800000001,0.0017560149911190054,0.0017730496453900709,7.478685612788633
British Airways,HEATHROW,MARSEILLE,1072,19,1.8666670399999998,0.0017412938805970147,0.017415215398716773,13.541044776119403
easyJet,LUTON,BELFAST INTERNATIONAL,1145,5,1.98648634,0.0017349225676855894,0.004347826086956522,10.835807860262008
easyJet,BRISTOL,NEWCASTLE,577,4,1.00000008,0.001733102391681109,0.0068846815834767644,12.261698440207972
British Airways,HEATHROW,BELFAST CITY (GEORGE BEST),2259,32,3.90106734,0.0017269001062416999,0.013967699694456569,7.442673749446658
Iberia,HEATHROW,MADRID,2885,19,4.94371066,0.0017135912166377815,0.0065426997245179065,8.782322357019064
Lufthansa,GLASGOW,FRANKFURT MAIN,587,9,0.99999984,0.0017035772402044292,0.015100671140939598,10.345826235093696
Eurowings Luftverkehrs,BIRMINGHAM,DUSSELDORF,590,5,1.00000008,0.0016949153898305083,0.008403361344537815,8.77457627118644
easyJet,GATWICK,PAPHOS,625,5,1.00000008,0.001600000128,0.007936507936507936,13.5264
Air Portugal,GATWICK,OPORTO (PORTUGAL),615,8,0.9836063999999999,0.0015993599999999998,0.012841091492776886,11.530081300813007
Etihad Airways,MANCHESTER,ABU DHABI INTERNATIONAL,627,0,0.9999998800000001,0.0015948961403508773,0.0,7.620414673046252
Brussels Airlines,HEATHROW,BRUSSELS,1236,35,1.9530857300000002,0.0015801664482200648,0.02753737214791503,11.439320388349515
Ryanair,LEEDS BRADFORD,ALICANTE,618,6,0.9666668599999999,0.001564185857605178,0.009615384615384616,12.377022653721683
British Airways,HEATHROW,BALE MULHOUSE,1234,26,1.9295111400000002,0.0015636232901134525,0.020634920634920634,6.137763371150729
easyJet,BIRMINGHAM,GLASGOW,608,5,0.9500000000000001,0.0015625,0.008156606851549755,4.100328947368421
easyJet,GLASGOW,BIRMINGHAM,608,6,0.9500000000000001,0.0015625,0.009771986970684038,5.529605263157895
easyJet,GATWICK,ZURICH,641,6,1.00000011,0.001560062574102964,0.00927357032457496,17.062402496099843
Brussels Airlines,MANCHESTER,BRUSSELS,620,12,0.9615385000000001,0.001550868548387097,0.0189873417721519,13.7
British Airways,HEATHROW,COPENHAGEN,1925,35,2.95754731,0.0015363882129870129,0.017857142857142856,6.211948051948052
easyJet,JERSEY,GATWICK,1308,1,2.00000003,0.0015290520107033637,0.0007639419404125286,9.776758409785932
Loganair Ltd,GLASGOW,BARRA,593,102,0.9038461900000001,0.0015241925632377743,0.14676258992805755,11.27150084317032
Ryanair,MANCHESTER,TENERIFE (SURREINA SOFIA),650,2,0.9821427,0.0015109887692307694,0.003067484662576687,10.886153846153846
Ryanair,STANSTED,WROCLAW,665,3,1.00000004,0.0015037594586466165,0.004491017964071856,15.511278195488721
British Airways,HEATHROW,VIENNA,1337,12,1.99999985,0.001495886200448766,0.008895478131949592,7.148840688107704
Thy Turkish Airlines,MANCHESTER,ISTANBUL,1335,5,1.98,0.0014831460674157304,0.0037313432835820895,9.491385767790263
British Airways,LONDON CITY,GLASGOW,1322,13,1.95833302,0.001481341164901664,0.009737827715355805,7.107413010590015
Sunexpress,MANCHESTER,ANTALYA,681,0,1.00000017,0.0014684290308370044,0.0,12.52863436123348
Virgin Atlantic Airways Ltd,HEATHROW,MIAMI INTERNATIONAL,683,15,0.98181828,0.0014375084626647146,0.02148997134670487,7.733528550512445
Vueling,GATWICK,ROME (FIUMICINO),704,0,1.00000026,0.0014204549147727272,0.0,12.625
Lufthansa,MANCHESTER,FRANKFURT MAIN,1393,17,1.95718925,0.001405017408470926,0.012056737588652482,10.880114860014357
Virgin Atlantic Airways Ltd,HEATHROW,MUMBAI,718,11,1.0000002,0.0013927579387186628,0.015089163237311385,5.715877437325905
Qatar Airways,EDINBURGH,DOHA HAMAD,728,4,1.0000002600000002,0.0013736267307692311,0.00546448087431694,4.593406593406593
Aer Lingus,HEATHROW,CORK,1446,9,1.9838712800000002,0.0013719718395574,0.006185567010309278,6.560857538035961
Ryanair,STANSTED,GDANSK,730,0,0.99999985,0.0013698628082191781,0.0,8.546575342465754
British Airways,HEATHROW,CAIRO,709,2,0.9677418,0.0013649390691114246,0.0028129395218002813,6.630465444287729
easyJet,STANSTED,GLASGOW,751,6,1.0000001699999999,0.0013315581491344871,0.007926023778071334,6.40479360852197
British Airways,LONDON CITY,BELFAST CITY (GEORGE BEST),753,10,0.98,0.001301460823373174,0.01310615989515072,5.884462151394422
British Airways,HEATHROW,BUCHAREST (OTOPENI),743,4,0.9622639199999999,0.0012951062180349931,0.00535475234270415,11.593539703903096
Klm,LONDON CITY,AMSTERDAM,2255,69,2.87483527,0.0012748715166297118,0.029690189328743545,6.227937915742793
British Airways,BELFAST CITY (GEORGE BEST),LONDON CITY,755,7,0.9607841600000001,0.0012725618013245035,0.009186351706036745,8.643708609271522
Ryanair,STANSTED,SHANNON,799,0,0.98717927,0.001235518485607009,0.0,9.804755944931165
British Airways,ABERDEEN,HEATHROW,2350,55,2.89887155,0.0012335623617021276,0.02286902286902287,8.320851063829787
Norwegian Air Shuttle,GATWICK,OSLO (GARDERMOEN),811,7,0.9999997500000001,0.001233045314426634,0.008557457212713936,9.140567200986437
Ryanair,BELFAST INTERNATIONAL,STANSTED,808,1,0.98571399,0.001219943056930693,0.0012360939431396785,11.616336633663366
Ryanair,STANSTED,ROME (CIAMPINO),1641,0,2.0000003900000003,0.0012187692809262646,0.0,11.671541742839732
British Airways,HEATHROW,LISBON,1636,23,1.96246119,0.0011995484046454768,0.013863773357444244,16.371638141809292
easyJet,GATWICK,INVERNESS,850,3,1.00000026,0.001176470894117647,0.0035169988276670576,10.54
Klm,BIRMINGHAM,AMSTERDAM,1676,28,1.9639402000000001,0.0011718020286396182,0.01643192488262911,14.209427207637232
easyJet,BRISTOL,BELFAST INTERNATIONAL,854,4,0.99999978,0.0011709599297423888,0.004662004662004662,12.282201405152225
Aer Lingus,LEEDS BRADFORD,DUBLIN,812,37,0.94285686,0.0011611537684729065,0.043580683156654886,11.842364532019705
British Airways,MANCHESTER,HEATHROW,2550,26,2.95580232,0.0011591381647058825,0.010093167701863354,11.44
British Airways,HEATHROW,GLASGOW,3535,57,3.89252972,0.0011011399490806224,0.01586859688195991,7.267892503536068
British Airways,HEATHROW,ZURICH,1773,21,1.95230799,0.001101132538071066,0.011705685618729096,11.593908629441625
British Airways,HEATHROW,ISTANBUL,941,6,0.9876544,0.0010495795961742828,0.006335797254487857,8.611052072263549
Ryanair,GATWICK,DUBLIN,2896,5,3.00000093,0.0010359119233425416,0.001723543605653223,11.38225138121547
British Airways,NEWCASTLE,HEATHROW,1879,26,1.9452728900000003,0.0010352702980308676,0.013648293963254593,9.12879191059074
Finnair,HEATHROW,HELSINKI,1916,139,1.86482246,0.0009732893841336118,0.06763990267639902,9.30375782881002
easyJet,GLASGOW,BRISTOL,1016,11,0.9545457600000001,0.0009395135433070867,0.010710808179162609,10.084645669291339
Lot-Polish Airlines,HEATHROW,WARSAW (CHOPIN),1065,6,1.0000004400000002,0.0009389675492957749,0.0056022408963585435,12.64507042253521
Wizz Air,LUTON,BUDAPEST,1084,0,1.0000003199999998,0.0009225095202952028,0.0,12.300738007380074
British Airways,LONDON CITY,BERLIN BRANDENBURG,1087,11,0.98734194,0.0009083182520699172,0.010018214936247723,9.35510579576817
Klm,MANCHESTER,AMSTERDAM,2030,46,1.83333293,0.000903119669950739,0.022157996146435453,15.080295566502462
Lufthansa,BIRMINGHAM,FRANKFURT MAIN,1181,11,0.9912280900000001,0.0008393125232853515,0.009228187919463088,8.996613039796783
Loganair Ltd,EDINBURGH,SOUTHAMPTON,1149,18,0.9523808,0.0008288779808529156,0.015424164524421594,13.57615317667537
Air France,BIRMINGHAM,PARIS (CHARLES DE GAULLE),1190,10,0.9702970200000001,0.0008153756470588235,0.008333333333333333,12.36890756302521
British Airways,HEATHROW,PARIS (CHARLES DE GAULLE),2436,41,1.95473416,0.0008024360262725781,0.016552280985062576,10.66871921182266
Thy Turkish Airlines,GATWICK,ISTANBUL,1279,2,1.00000048,0.0007818612040656763,0.00156128024980484,8.082877247849883
Swiss Airlines,HEATHROW,ZURICH,2530,26,1.96763602,0.0007777217470355731,0.010172143974960876,9.529249011857708
British Airways,GLASGOW,LONDON CITY,1327,20,0.9999999900000001,0.0007535794951017333,0.014847809948032665,8.491333835719669
Sas,HEATHROW,STOCKHOLM (ARLANDA),1313,11,0.9819820899999999,0.0007478919192688499,0.008308157099697885,7.055597867479055
Lufthansa,HEATHROW,FRANKFURT MAIN,4196,81,2.9361112,0.0006997405147759772,0.01893850830021043,8.545996186844613
Eurowings Luftverkehrs,HEATHROW,DUSSELDORF,1431,7,1.00000004,0.0006988120475192173,0.004867872044506259,9.05800139762404
Sas,HEATHROW,OSLO (GARDERMOEN),1395,15,0.9714286200000001,0.0006963646021505376,0.010638297872340425,6.139068100358423
Luxair,LONDON CITY,LUXEMBOURG,1477,26,0.9921875,0.0006717586323628978,0.017298735861610112,10.11509817197021
easyJet,GATWICK,EDINBURGH,1442,8,0.9646020399999999,0.0006689334535367545,0.005517241379310344,12.705963938973648
British Airways,LONDON CITY,DUBLIN,1686,26,0.95930175,0.000568980871886121,0.015186915887850467,6.049228944246738
Pegasus Airlines,STANSTED,ISTANBUL (SABIHA GOKCEN),1775,9,0.99999955,0.000563380028169014,0.005044843049327354,13.011267605633803
British Airways,GLASGOW,HEATHROW,3547,54,1.9817075100000001,0.0005586996081195376,0.014995834490419328,9.14773047645898
British Airways,EDINBURGH,HEATHROW,3862,58,1.99051596,0.0005154106576903159,0.01479591836734694,9.370792335577422
Aer Lingus,HEATHROW,DUBLIN,3895,33,1.9681069,0.0005052906033376123,0.00840122199592668,10.15609756097561
British Airways,EDINBURGH,LONDON CITY,2069,25,0.9875776199999999,0.0004773212276462059,0.011938872970391595,7.883518608023199
Korean Air,HEATHROW,SEOUL (INCHEON),364,1,0.0,0.0,0.0027397260273972603,14.409340659340659
Norwegian Air Shuttle,GATWICK,STAVANGER,190,0,0.0,0.0,0.0,3.7578947368421054
Loganair Ltd,EDINBURGH,ISLE OF MAN,181,8,0.0,0.0,0.042328042328042326,15.740331491712707
TUI Airways,EXETER,TENERIFE (SURREINA SOFIA),104,0,0.0,0.0,0.0,12.971153846153847
easyJet,BELFAST INTERNATIONAL,TENERIFE (SURREINA SOFIA),224,0,0.0,0.0,0.0,7.09375
easyJet,BIRMINGHAM,ENFIDHA - HAMMAMET INTL,132,1,0.0,0.0,0.007518796992481203,11.522727272727273
Vueling,CARDIFF WALES,MALAGA,117,1,0.0,0.0,0.00847457627118644,14.461538461538462
TUI Airways,BRISTOL,TENERIFE (SURREINA SOFIA),111,0,0.0,0.0,0.0,16.98198198198198
easyJet,BRISTOL,OPORTO (PORTUGAL),205,2,0.0,0.0,0.00966183574879227,15.434146341463414
Jet2.com,LIVERPOOL (JOHN LENNON),LAS PALMAS,144,0,0.0,0.0,0.0,9.833333333333334
Lufthansa,BIRMINGHAM,MUNICH,198,2,0.0,0.0,0.01,14.080808080808081
Ryanair,MANCHESTER,PAPHOS,149,1,0.0,0.0,0.006666666666666667,12.389261744966444
Uzbekistan Airlines,HEATHROW,TASHKENT,105,1,0.0,0.0,0.009433962264150943,18.266666666666666
Jet2.com,NEWCASTLE,IBIZA,158,0,0.0,0.0,0.0,3.962025316455696
easyJet,GATWICK,MONTPELLIER,404,2,0.0,0.0,0.0049261083743842365,13.663366336633663
easyJet,LUTON,LYON,296,0,0.0,0.0,0.0,13.766891891891891
Lufthansa,HEATHROW,MUNICH,2697,36,0.0,0.0,0.013172338090010977,7.734890619206526
Ethiopian Airlines,GATWICK,ADDIS ABABA,204,3,0.0,0.0,0.014492753623188406,22.823529411764707
Ryanair,BIRMINGHAM,TREVISO,104,0,0.0,0.0,0.0,10.211538461538462
Jet2.com,NEWCASTLE,HERAKLION,101,0,0.0,0.0,0.0,11.227722772277227
Arkia,STANSTED,TEL AVIV,108,0,0.0,0.0,0.0,16.925925925925927
Klm,EDINBURGH,AMSTERDAM,1575,26,0.0,0.0,0.016239850093691444,11.634920634920634
TUI Airways,EXETER,PALMA DE MALLORCA,108,0,0.0,0.0,0.0,16.14814814814815
Jet2.com,LEEDS BRADFORD,LARNACA,113,2,0.0,0.0,0.017391304347826087,12.141592920353983
TUI Airways,GATWICK,MAHON,103,0,0.0,0.0,0.0,33.398058252427184
Tianjin Airlines,HEATHROW,TIANJIN,148,4,0.0,0.0,0.02631578947368421,9.547297297297296
easyJet,BRISTOL,BALE MULHOUSE,111,0,0.0,0.0,0.0,27.65765765765766
Jet2.com,BIRMINGHAM,ROME (FIUMICINO),189,0,0.0,0.0,0.0,28.44973544973545
Hainan Airlines,HEATHROW,HAIKOU,143,2,0.0,0.0,0.013793103448275862,7.972027972027972
easyJet,BELFAST INTERNATIONAL,ARRECIFE,121,0,0.0,0.0,0.0,10.338842975206612
Ryanair,LUTON,ALICANTE,306,0,0.0,0.0,0.0,24.552287581699346
easyJet,MANCHESTER,BALE MULHOUSE,236,7,0.0,0.0,0.02880658436213992,17.78813559322034
easyJet,LUTON,OPORTO (PORTUGAL),155,0,0.0,0.0,0.0,14.593548387096774
Sas,HEATHROW,COPENHAGEN,1199,11,0.0,0.0,0.00909090909090909,7.4887406171809845
Ryanair,LIVERPOOL (JOHN LENNON),SOFIA,161,0,0.0,0.0,0.0,17.683229813664596
Brussels Airlines,EDINBURGH,BRUSSELS,229,4,0.0,0.0,0.017167381974248927,14.344978165938864
easyJet,GATWICK,KOS,119,1,0.0,0.0,0.008333333333333333,19.991596638655462
Royal Air Maroc,HEATHROW,CASABLANCA MOHAMED V,445,4,0.0,0.0,0.008908685968819599,22.725842696629215
Vueling,EDINBURGH,BARCELONA,189,0,0.0,0.0,0.0,5.708994708994709
Wizz Air,LUTON,MILAN (MALPENSA),106,1,0.0,0.0,0.009345794392523364,14.179245283018869
Ryanair,MANCHESTER,BOLOGNA,169,0,0.0,0.0,0.0,14.071005917159763
Eastern Airways,SOUTHEND,NEWQUAY,134,1,0.0,0.0,0.007407407407407408,8.365671641791044
Norwegian Air Sweden Ab,EDINBURGH,COPENHAGEN,301,0,0.0,0.0,0.0,8.970099667774086
British Airways,GATWICK,BARI (PALESE),287,0,0.0,0.0,0.0,17.846689895470384
Ryanair,BRISTOL,BUCHAREST (OTOPENI),195,0,0.0,0.0,0.0,14.661538461538461
British Airways,HEATHROW,RIGA,238,1,0.0,0.0,0.0041841004184100415,6.626050420168068
West Jet Airlines,GATWICK,ST JOHNS,104,2,0.0,0.0,0.018867924528301886,11.096153846153847
TUI Airways,GATWICK,RHODES,123,3,0.0,0.0,0.023809523809523808,26.479674796747968
Wizz Air,LIVERPOOL (JOHN LENNON),GDANSK,163,0,0.0,0.0,0.0,3.079754601226994
Wizz Air,LUTON,SOFIA,580,0,0.0,0.0,0.0,9.912068965517241
Norwegian Air Shuttle Aoc As,GATWICK,OSLO (GARDERMOEN),413,1,0.0,0.0,0.0024154589371980675,5.782082324455206
Loganair Ltd,MANCHESTER,STORNOWAY,117,8,0.0,0.0,0.064,6.452991452991453
British Airways,HEATHROW,PORTLAND (OREGON),290,2,0.0,0.0,0.00684931506849315,10.26206896551724
China Eastern Airlines,GATWICK,SHANGHAI (PU DONG),615,0,0.0,0.0,0.0,7.154471544715447
Air Europa,GATWICK,MADRID,730,0,0.0,0.0,0.0,8.123287671232877
easyJet,GATWICK,SALZBURG,144,1,0.0,0.0,0.006896551724137931,9.680555555555555
Eurowings Luftverkehrs,HEATHROW,COLOGNE BONN,880,8,0.0,0.0,0.009009009009009009,10.99090909090909
Scandinavian Airlines Ireland Ltd,HEATHROW,STOCKHOLM (ARLANDA),311,0,0.0,0.0,0.0,7.192926045016077
Ryanair,EDINBURGH,BOLOGNA,112,0,0.0,0.0,0.0,11.0
British Airways,HEATHROW,BODRUM (MILAS),102,0,0.0,0.0,0.0,15.049019607843137
Eurowings Luftverkehrs,HEATHROW,HAMBURG,975,10,0.0,0.0,0.01015228426395939,12.12
Ryanair,STANSTED,KLAGENFURT,105,0,0.0,0.0,0.0,18.79047619047619
Ryanair,LEEDS BRADFORD,TENERIFE (SURREINA SOFIA),147,0,0.0,0.0,0.0,6.312925170068027
easyJet,GLASGOW,AMSTERDAM,236,4,0.0,0.0,0.016666666666666666,10.898305084745763
easyJet,LUTON,BELFAST CITY (GEORGE BEST),286,0,0.0,0.0,0.0,7.22027972027972
Virgin Atlantic Airways Ltd,HEATHROW,TORONTO,247,1,0.0,0.0,0.004032258064516129,7.8785425101214575
easyJet,LUTON,BODRUM (MILAS),126,1,0.0,0.0,0.007874015748031496,19.30952380952381
Jet2.com,MANCHESTER,BUDAPEST,172,1,0.0,0.0,0.005780346820809248,16.459302325581394
easyJet,BRISTOL,ENFIDHA - HAMMAMET INTL,185,0,0.0,0.0,0.0,13.12972972972973
easyJet,LUTON,ANTALYA,228,1,0.0,0.0,0.004366812227074236,16.600877192982455
Med-View Airline,MANCHESTER,MUNICH,307,6,0.0,0.0,0.019169329073482427,13.856677524429967
Loganair Ltd,GLASGOW,DONEGAL,126,7,0.0,0.0,0.05263157894736842,6.428571428571429
Brussels Airlines,BIRMINGHAM,BRUSSELS,224,10,0.0,0.0,0.042735042735042736,11.415178571428571
Virgin Atlantic Airways Ltd,HEATHROW,MALE INTERNATIONAL,176,2,0.0,0.0,0.011235955056179775,9.630681818181818
easyJet,GATWICK,HAMBURG,274,5,0.0,0.0,0.017921146953405017,21.284671532846716
Jet2.com,EDINBURGH,DALAMAN,139,1,0.0,0.0,0.007142857142857143,18.223021582733814
easyJet,MANCHESTER,CORFU,202,1,0.0,0.0,0.0049261083743842365,31.985148514851485
easyJet,LIVERPOOL (JOHN LENNON),MARRAKESH,104,1,0.0,0.0,0.009523809523809525,5.509615384615385
easyJet,LIVERPOOL (JOHN LENNON),BERLIN BRANDENBURG,101,2,0.0,0.0,0.019417475728155338,5.554455445544554
Ryanair,EAST MIDLANDS INTERNATIONAL,WROCLAW,189,0,0.0,0.0,0.0,16.074074074074073
Wizz Air,GATWICK,VARNA,152,1,0.0,0.0,0.006535947712418301,4.756578947368421
Ryanair,GLASGOW,MALAGA,168,2,0.0,0.0,0.011764705882352941,8.077380952380953
Ryanair,BIRMINGHAM,SOFIA,141,0,0.0,0.0,0.0,19.73758865248227
Jet2.com,LIVERPOOL (JOHN LENNON),MALAGA,110,0,0.0,0.0,0.0,8.618181818181819
Norwegian Air Sweden Ab,GATWICK,STOCKHOLM (ARLANDA),861,3,0.0,0.0,0.003472222222222222,6.37862950058072
Ryanair,BIRMINGHAM,VERONA VILLAFRANCA,196,1,0.0,0.0,0.005076142131979695,33.08163265306123
Jet2.com,EDINBURGH,ALICANTE,213,0,0.0,0.0,0.0,15.943661971830986
Jet2.com,EDINBURGH,FUERTEVENTURA,135,0,0.0,0.0,0.0,13.837037037037037
Ryanair,STANSTED,PAPHOS,250,0,0.0,0.0,0.0,6.144
Luxair,MANCHESTER,LUXEMBOURG,103,4,0.0,0.0,0.037383177570093455,10.553398058252426
Jet2.com,BIRMINGHAM,BUDAPEST,120,0,0.0,0.0,0.0,11.566666666666666
easyJet,LUTON,SHARM EL SHEIKH (OPHIRA),213,4,0.0,0.0,0.018433179723502304,12.938967136150234
easyJet,GATWICK,PALERMO,209,0,0.0,0.0,0.0,16.727272727272727
TUI Airways,EAST MIDLANDS INTERNATIONAL,LAS PALMAS,104,0,0.0,0.0,0.0,14.096153846153847
Ryanair,MANCHESTER,VALENCIA,225,0,0.0,0.0,0.0,9.457777777777778
Wizz Air,BIRMINGHAM,BUDAPEST,108,0,0.0,0.0,0.0,10.296296296296296
TUI Airways,MANCHESTER,IBIZA,153,0,0.0,0.0,0.0,24.62091503267974
Jet2.com,LEEDS BRADFORD,GENEVA,121,2,0.0,0.0,0.016260162601626018,12.314049586776859
Ryanair,BRISTOL,COPENHAGEN,154,0,0.0,0.0,0.0,10.811688311688311
Lufthansa,EDINBURGH,FRANKFURT MAIN,921,11,0.0,0.0,0.011802575107296138,9.566775244299674
Klm Cityhopper,ABERDEEN,AMSTERDAM,1339,0,0.0,0.0,0.0,10.415235250186706
Ryanair,BIRMINGHAM,VALENCIA,160,0,0.0,0.0,0.0,10.40625
easyJet,BRISTOL,SPLIT,171,0,0.0,0.0,0.0,7.029239766081871
Ryanair,LUTON,BARCELONA,306,1,0.0,0.0,0.003257328990228013,22.99019607843137
British Airways,HEATHROW,SANTIAGO DE CHILE,172,0,0.0,0.0,0.0,6.372093023255814
China Southern,HEATHROW,BEIJING DAXING INTERNATIONAL AIRPORT,356,1,0.0,0.0,0.0028011204481792717,2.8258426966292136
British Airways,HEATHROW,MALE INTERNATIONAL,243,2,0.0,0.0,0.00816326530612245,11.2880658436214
American Airlines,EDINBURGH,PHILADELPHIA INTERNATIONAL,135,2,0.0,0.0,0.014598540145985401,9.422222222222222
Icelandair,GATWICK,KEFLAVIK,436,6,0.0,0.0,0.013574660633484163,7.522935779816514
easyJet,BRISTOL,ROME (FIUMICINO),353,1,0.0,0.0,0.002824858757062147,18.257790368271955
Ryanair,BELFAST INTERNATIONAL,FARO,186,0,0.0,0.0,0.0,5.403225806451613
easyJet,LIVERPOOL (JOHN LENNON),BELFAST CITY (GEORGE BEST),370,1,0.0,0.0,0.0026954177897574125,9.475675675675676
Klm Cityhopper,BELFAST CITY (GEORGE BEST),AMSTERDAM,474,7,0.0,0.0,0.014553014553014554,10.966244725738397
Air Transat,GATWICK,MONTREAL (DORVAL),148,0,0.0,0.0,0.0,8.614864864864865
TUI Airways,GATWICK,HURGHADA,191,2,0.0,0.0,0.010362694300518135,11.712041884816754
Jet2.com,NEWCASTLE,DALAMAN,192,1,0.0,0.0,0.0051813471502590676,12.385416666666666
Wizz Air,GATWICK,ATHENS,279,1,0.0,0.0,0.0035714285714285713,21.68100358422939
Eva Air,HEATHROW,TAIPEI,363,4,0.0,0.0,0.010899182561307902,6.526170798898072
easyJet,BELFAST CITY (GEORGE BEST),GLASGOW,218,1,0.0,0.0,0.0045662100456621,5.192660550458716
easyJet,LUTON,ZURICH,267,1,0.0,0.0,0.0037313432835820895,18.636704119850187
Ryanair,EDINBURGH,RIGA,104,0,0.0,0.0,0.0,8.721153846153847
Jet2.com,LEEDS BRADFORD,PAPHOS,146,0,0.0,0.0,0.0,14.801369863013699
easyJet,BIRMINGHAM,BARCELONA,113,1,0.0,0.0,0.008771929824561403,10.469026548672566
Norwegian Air Sweden Ab,GATWICK,HELSINKI,205,0,0.0,0.0,0.0,11.492682926829268
easyJet,LIVERPOOL (JOHN LENNON),PALMA DE MALLORCA,419,4,0.0,0.0,0.009456264775413711,15.520286396181385
easyJet,GLASGOW,FARO,210,2,0.0,0.0,0.009433962264150943,9.6
Ryanair,LUTON,SEVILLE,124,1,0.0,0.0,0.008,19.419354838709676
easyJet,MANCHESTER,FUERTEVENTURA,149,0,0.0,0.0,0.0,12.879194630872483
Italia Traspoto Aereo,LONDON CITY,MILAN (LINATE),1518,4,0.0,0.0,0.002628120893561104,3.469038208168643
Eurowings Luftverkehrs,MANCHESTER,STUTTGART,158,11,0.0,0.0,0.0650887573964497,12.563291139240507
Jet2.com,EDINBURGH,ARRECIFE,256,2,0.0,0.0,0.007751937984496124,15.8046875
Ryanair,LEEDS BRADFORD,ARRECIFE,118,1,0.0,0.0,0.008403361344537815,7.5508474576271185
Tam Linhas Aereas,HEATHROW,SAO PAULO (GUARULHOS),364,0,0.0,0.0,0.0,15.494505494505495
British Airways,HEATHROW,ABU DHABI INTERNATIONAL,151,2,0.0,0.0,0.013071895424836602,4.099337748344371
British Airways,HEATHROW,NASHVILLE METROPOLITAN,369,6,0.0,0.0,0.016,7.143631436314363
Sunexpress,LUTON,ANTALYA,206,0,0.0,0.0,0.0,12.106796116504855
Italia Traspoto Aereo,GATWICK,ROME (FIUMICINO),121,0,0.0,0.0,0.0,4.909090909090909
easyJet,BIRMINGHAM,ANTALYA,120,3,0.0,0.0,0.024390243902439025,23.058333333333334
Ryanair,BRISTOL,GIRONA,107,0,0.0,0.0,0.0,6.962616822429907
Wizz Air,GATWICK,PODGORICA,120,1,0.0,0.0,0.008264462809917356,10.608333333333333
Ryanair,CARDIFF WALES,ALICANTE,120,0,0.0,0.0,0.0,16.75
Ryanair,BELFAST INTERNATIONAL,KAUNAS,110,0,0.0,0.0,0.0,7.3090909090909095
easyJet,LUTON,BERLIN BRANDENBURG,243,6,0.0,0.0,0.024096385542168676,16.56378600823045
Ryanair,EDINBURGH,FUERTEVENTURA,110,0,0.0,0.0,0.0,13.00909090909091
Austrian Airlines,HEATHROW,VIENNA,1700,12,0.0,0.0,0.007009345794392523,8.09470588235294
Air Dolomiti,LONDON CITY,FRANKFURT MAIN,765,17,0.0,0.0,0.021739130434782608,8.156862745098039
Jet2.com,EAST MIDLANDS INTERNATIONAL,ARRECIFE,316,1,0.0,0.0,0.0031545741324921135,10.408227848101266
Ryanair,BRISTOL,RZESZOW,138,0,0.0,0.0,0.0,8.971014492753623
Jet2.com,BRISTOL,IBIZA,133,0,0.0,0.0,0.0,24.654135338345863
easyJet,LUTON,LARNACA,152,2,0.0,0.0,0.012987012987012988,21.20394736842105
easyJet,BELFAST INTERNATIONAL,AMSTERDAM,227,4,0.0,0.0,0.017316017316017316,21.46696035242291
Norwegian Air Shuttle Aoc As,GATWICK,BERGEN,231,1,0.0,0.0,0.004310344827586207,6.216450216450217
Pegasus Airlines,STANSTED,ANKARA (ESENBOGA),174,0,0.0,0.0,0.0,11.339080459770114
Jet2.com,LUTON,TENERIFE (SURREINA SOFIA),125,0,0.0,0.0,0.0,18.12
easyJet,BRISTOL,GIBRALTAR,113,0,0.0,0.0,0.0,11.628318584070797
Wideroe Flyveselskap A/S,ABERDEEN,BERGEN,617,13,0.0,0.0,0.020634920634920634,5.828200972447326
