carrier_group,reporting_airport,origin_destination,month,n_flights,n_cancelled,n_ge_3h,p_ge_3h,p_cancelled,avg_delay_min
British Airways,HEATHROW,LARNACA,8,122,0,0.0,0.0,0.0,6.0
easyJet,MANCHESTER,ANTALYA,4,38,0,0.0,0.0,0.0,14.0
Jet2.com,MANCHESTER,TENERIFE (SURREINA SOFIA),9,70,0,0.0,0.0,0.0,16.0
Virgin Atlantic Airways Ltd,HEATHROW,CAPE TOWN,2,27,0,0.0,0.0,0.0,2.0
British Airways,HEATHROW,MONTREAL (DORVAL),8,31,0,0.0,0.0,0.0,16.0
Loganair Ltd,BIRMINGHAM,ABERDEEN,2,64,0,0.0,0.0,0.0,8.0
British Airways,LONDON CITY,BELFAST CITY (GEORGE BEST),3,76,0,0.0,0.0,0.0,5.0
Jet2.com,MANCHESTER,FUERTEVENTURA,7,31,0,0.0,0.0,0.0,34.0
Egypt Air,MANCHESTER,CAIRO,12,31,1,0.0,0.0,0.03125,11.0
easyJet,BELFAST INTERNATIONAL,MALAGA,6,48,0,0.0,0.0,0.0,7.0
easyJet,LUTON,BELFAST CITY (GEORGE BEST),12,30,0,0.0,0.0,0.0,5.0
China Eastern Airlines,HEATHROW,SANYA PHOENIX INTERNATIONAL,1,26,0,0.0,0.0,0.0,39.0
easyJet,GATWICK,ALICANTE,7,158,2,0.0,0.0,0.0125,31.0
Ryanair,STANSTED,RIGA,8,52,0,0.0,0.0,0.0,17.0
Ryanair,BIRMINGHAM,BUCHAREST (OTOPENI),11,29,0,0.0,0.0,0.0,17.0
British Airways,LONDON CITY,ZURICH,6,65,1,0.0,0.0,0.015151515151515152,18.0
Royal Jordanian,HEATHROW,AMMAN,6,30,1,0.0,0.0,0.03225806451612903,8.0
Sas,EDINBURGH,STOCKHOLM (ARLANDA),8,33,0,0.0,0.0,0.0,7.0
Loganair Ltd,BIRMINGHAM,ABERDEEN,10,64,2,0.0,0.0,0.030303030303030304,5.0
All Nippon Airways,HEATHROW,TOKYO (HANEDA),1,31,0,0.0,0.0,0.0,3.0
easyJet,ABERDEEN,GATWICK,5,62,0,0.0,0.0,0.0,4.0
Vueling,GATWICK,BARCELONA,5,236,5,0.0,0.0,0.02074688796680498,6.0
British Airways,HEATHROW,NEW YORK (JF KENNEDY),11,235,2,0.0,0.0,0.008438818565400843,6.0
Eurowings Luftverkehrs,HEATHROW,STUTTGART,12,80,0,0.0,0.0,0.0,19.0
British Airways,HEATHROW,MALAGA,8,82,0,0.0,0.0,0.0,9.0
Ryanair,BIRMINGHAM,PALMA DE MALLORCA,4,60,0,0.0,0.0,0.0,15.0
British Airways,LONDON CITY,EDINBURGH,6,160,3,0.0,0.0,0.018404907975460124,14.0
Sas,HEATHROW,STOCKHOLM (ARLANDA),8,123,1,0.0,0.0,0.008064516129032258,6.0
easyJet,BELFAST CITY (GEORGE BEST),MANCHESTER,2,26,0,0.0,0.0,0.0,4.0
British Airways,HEATHROW,GIBRALTAR,2,48,0,0.0,0.0,0.0,3.0
easyJet,BIRMINGHAM,PARIS (CHARLES DE GAULLE),10,33,1,0.0,0.0,0.029411764705882353,12.666666666666666
Ryanair,EDINBURGH,CHARLEROI,4,47,0,0.0,0.0,0.0,14.0
Norwegian Air Sweden Ab,GATWICK,COPENHAGEN,9,110,2,0.0,0.0,0.017857142857142856,19.0
British Airways,HEATHROW,MEXICO CITY,8,30,1,0.0,0.0,0.03225806451612903,5.0
British Airways,HEATHROW,CAPE TOWN,8,31,0,0.0,0.0,0.0,2.0
Ryanair,STANSTED,PESCARA,10,32,0,0.0,0.0,0.0,12.0
Wizz Air,LUTON,PALMA DE MALLORCA,10,25,0,0.0,0.0,0.0,22.0
easyJet,GATWICK,HURGHADA,12,53,0,0.0,0.0,0.0,8.0
Loganair Ltd,ABERDEEN,SUMBURGH,6,86,0,0.0,0.0,0.0,9.0
Sunexpress,STANSTED,IZMIR (ADNAN MENDERES),10,29,0,0.0,0.0,0.0,6.0
Icelandair,HEATHROW,KEFLAVIK,5,62,0,0.0,0.0,0.0,8.0
Ryanair,GATWICK,SHANNON,9,30,0,0.0,0.0,0.0,12.0
British Airways,HEATHROW,LAGOS,4,30,0,0.0,0.0,0.0,4.0
Norwegian Air Shuttle,GATWICK,BERGEN,4,65,0,0.0,0.0,0.0,7.0
Jet2.com,LEEDS BRADFORD,TENERIFE (SURREINA SOFIA),8,45,0,0.0,0.0,0.0,7.0
Srilankan Airlines,HEATHROW,COLOMBO,4,30,0,0.0,0.0,0.0,7.0
easyJet,BRISTOL,ROME (FIUMICINO),10,31,0,0.0,0.0,0.0,19.0
Aurigny Air Services,MANCHESTER,GUERNSEY,9,50,1,0.0,0.0,0.0196078431372549,8.0
easyJet,GATWICK,SPLIT,6,69,0,0.0,0.0,0.0,21.0
Eurowings Luftverkehrs,MANCHESTER,DUSSELDORF,5,66,1,0.0,0.0,0.014925373134328358,10.0
TUI Airways,GATWICK,TENERIFE (SURREINA SOFIA),5,28,0,0.0,0.0,0.0,17.0
easyJet,EDINBURGH,BELFAST INTERNATIONAL,8,117,0,0.0,0.0,0.0,12.0
Ryanair,STANSTED,MALAGA,8,100,0,0.0,0.0,0.0,18.0
easyJet,SOUTHAMPTON,GLASGOW,11,26,0,0.0,0.0,0.0,5.0
easyJet,GATWICK,BORDEAUX,11,34,0,0.0,0.0,0.0,4.0
Ryanair,MANCHESTER,PRAGUE,12,50,0,0.0,0.0,0.0,40.06
Sunexpress,BIRMINGHAM,ANTALYA,10,54,0,0.0,0.0,0.0,16.0
easyJet,EDINBURGH,GATWICK,10,127,0,0.0,0.0,0.0,11.0
Klm,EXETER,AMSTERDAM,6,29,1,0.0,0.0,0.03333333333333333,1.0
Ryanair,EDINBURGH,GDANSK,4,25,0,0.0,0.0,0.0,10.0
Ryanair,BIRMINGHAM,DUBLIN,5,155,0,0.0,0.0,0.0,11.0
Ryanair,STANSTED,MADRID,11,140,0,0.0,0.0,0.0,12.0
easyJet,MANCHESTER,PALMA DE MALLORCA,10,63,0,0.0,0.0,0.0,27.285714285714285
Air France,HEATHROW,NICE,10,25,0,0.0,0.0,0.0,14.0
Isles Of Scilly Skybus,EXETER,ISLES OF SCILLY (ST.MARYS),4,40,6,0.0,0.0,0.13043478260869565,7.0
Aer Lingus,EDINBURGH,BELFAST CITY (GEORGE BEST),1,108,5,0.0,0.0,0.04424778761061947,12.0
British Airways,HEATHROW,ATHENS,10,149,0,0.0,0.0,0.0,10.0
British Airways,HEATHROW,NAIROBI,11,29,1,0.0,0.0,0.03333333333333333,4.0
easyJet,STANSTED,BELFAST INTERNATIONAL,7,75,0,0.0,0.0,0.0,8.0
easyJet,SOUTHAMPTON,GLASGOW,10,30,1,0.0,0.0,0.03225806451612903,9.0
British Airways,GATWICK,BARI (PALESE),4,26,0,0.0,0.0,0.0,8.0
Jet2.com,BRISTOL,TENERIFE (SURREINA SOFIA),7,36,0,0.0,0.0,0.0,13.0
Ryanair,STANSTED,MADRID,3,141,0,0.0,0.0,0.0,12.0
Ryanair,MANCHESTER,DUBLIN,3,184,0,0.0,0.0,0.0,5.358695652173913
Ryanair,STANSTED,NUREMBERG,6,38,0,0.0,0.0,0.0,26.0
Air Portugal,GATWICK,LISBON,11,47,0,0.0,0.0,0.0,14.0
easyJet,BIRMINGHAM,GLASGOW,9,56,0,0.0,0.0,0.0,4.0
Virgin Atlantic Airways Ltd,HEATHROW,MUMBAI,1,61,1,0.0,0.0,0.016129032258064516,9.0
easyJet,BIRMINGHAM,PARIS (CHARLES DE GAULLE),5,31,0,0.0,0.0,0.0,5.0
Ryanair,BOURNEMOUTH,FARO,7,26,0,0.0,0.0,0.0,16.0
Ryanair,STANSTED,LIMOGES,9,25,0,0.0,0.0,0.0,21.0
Icelandair,GATWICK,KEFLAVIK,5,49,0,0.0,0.0,0.0,4.0
British Airways,GATWICK,BORDEAUX,10,27,0,0.0,0.0,0.0,15.0
Aer Lingus,HEATHROW,IRELAND WEST(KNOCK),10,30,1,0.0,0.0,0.03225806451612903,12.0
Thy Turkish Airlines,BIRMINGHAM,ISTANBUL,8,75,0,0.0,0.0,0.0,18.0
easyJet,EDINBURGH,GATWICK,4,108,0,0.0,0.0,0.0,5.0
Norwegian Air Shuttle,GATWICK,OSLO (GARDERMOEN),3,99,0,0.0,0.0,0.0,3.0
British Airways,GATWICK,ALGIERS,5,26,0,0.0,0.0,0.0,28.0
Wizz Air,GATWICK,ATHENS,10,33,0,0.0,0.0,0.0,14.0
Air China,HEATHROW,BEIJING,12,61,0,0.0,0.0,0.0,22.0
Jet2.com,STANSTED,IBIZA,7,36,0,0.0,0.0,0.0,10.0
Jet2.com,MANCHESTER,REUS,8,31,0,0.0,0.0,0.0,11.0
Jet2.com,EAST MIDLANDS INTERNATIONAL,PALMA DE MALLORCA,10,40,0,0.0,0.0,0.0,14.0
Riyadh Air,HEATHROW,RIYADH,12,31,0,0.0,0.0,0.0,7.0
British Airways,GATWICK,GENEVA,1,88,0,0.0,0.0,0.0,18.0
Jet2.com,NEWCASTLE,TENERIFE (SURREINA SOFIA),5,29,1,0.0,0.0,0.03333333333333333,4.0
easyJet,GATWICK,INVERNESS,4,82,0,0.0,0.0,0.0,4.0
Ryanair,LEEDS BRADFORD,MALAGA,2,25,0,0.0,0.0,0.0,8.0
Aer Lingus,ABERDEEN,DUBLIN,10,28,3,0.0,0.0,0.0967741935483871,9.0
British Airways,GATWICK,OPORTO (PORTUGAL),10,37,0,0.0,0.0,0.0,21.0
British Airways,BELFAST CITY (GEORGE BEST),HEATHROW,10,186,5,0.0,0.0,0.02617801047120419,12.0
Aer Lingus,HEATHROW,CORK,9,120,0,0.0,0.0,0.0,11.0
easyJet,LUTON,FARO,5,97,1,0.0,0.0,0.01020408163265306,11.0
Emerald Airlines Uk Ltd,BELFAST CITY (GEORGE BEST),CARDIFF WALES,3,31,0,0.0,0.0,0.0,2.0
easyJet,BIRMINGHAM,GLASGOW,8,55,2,0.0,0.0,0.03508771929824561,3.0
British Airways,GATWICK,GLASGOW,8,31,0,0.0,0.0,0.0,11.0
Japan Airlines,HEATHROW,TOKYO (HANEDA),12,62,0,0.0,0.0,0.0,8.0
Ryanair,GATWICK,CORK,1,30,1,0.0,0.0,0.03225806451612903,14.0
Finnair,EDINBURGH,HELSINKI,4,29,1,0.0,0.0,0.03333333333333333,12.0
British Airways,HEATHROW,SEATTLE (TACOMA),5,61,1,0.0,0.0,0.016129032258064516,16.0
Ryanair,MANCHESTER,PISA,5,27,0,0.0,0.0,0.0,9.074074074074074
easyJet,GLASGOW,BRISTOL,2,76,1,0.0,0.0,0.012987012987012988,8.0
Ryanair,STANSTED,TIRANA,11,57,0,0.0,0.0,0.0,30.0
Ryanair,STANSTED,SZCZECIN (GOLENOW),7,36,0,0.0,0.0,0.0,33.0
Ryanair,STANSTED,PESCARA,8,31,0,0.0,0.0,0.0,14.0
Vueling,GATWICK,PARIS (ORLY),5,60,1,0.0,0.0,0.01639344262295082,2.0
Aer Lingus,LIVERPOOL (JOHN LENNON),DUBLIN,7,49,2,0.0,0.0,0.0392156862745098,19.0
easyJet,GLASGOW,PALMA DE MALLORCA,10,26,0,0.0,0.0,0.0,24.0
British Airways,HEATHROW,STUTTGART,1,55,0,0.0,0.0,0.0,10.0
British Airways,HEATHROW,CHENNAI,11,30,0,0.0,0.0,0.0,14.0
Loganair Ltd,LIVERPOOL (JOHN LENNON),ISLE OF MAN,2,48,0,0.0,0.0,0.0,11.0
easyJet,MANCHESTER,BERLIN BRANDENBURG,10,25,3,0.0,0.0,0.10714285714285714,19.36
Virgin Atlantic Airways Ltd,HEATHROW,DELHI,11,60,0,0.0,0.0,0.0,3.0
Ryanair,STANSTED,BUDAPEST,4,120,0,0.0,0.0,0.0,8.3
Ryanair,STANSTED,BRINDISI,7,27,0,0.0,0.0,0.0,29.0
Saudi Arabian Airlines,HEATHROW,RIYADH,3,87,3,0.0,0.0,0.03333333333333333,5.0
Jet2.com,STANSTED,ALICANTE,8,36,0,0.0,0.0,0.0,12.0
Eurowings Luftverkehrs,HEATHROW,DUSSELDORF,3,112,5,0.0,0.0,0.042735042735042736,3.0
Klm,LEEDS BRADFORD,AMSTERDAM,10,91,5,0.0,0.0,0.052083333333333336,15.0
Ryanair,EDINBURGH,STANSTED,12,91,0,0.0,0.0,0.0,6.0
Ryanair,LUTON,KAUNAS,7,31,0,0.0,0.0,0.0,20.0
Ryanair,STANSTED,SOFIA,5,76,0,0.0,0.0,0.0,11.0
Loganair Ltd,ISLE OF MAN,LIVERPOOL (JOHN LENNON),9,52,1,0.0,0.0,0.018867924528301886,11.0
Jet2.com,STANSTED,TENERIFE (SURREINA SOFIA),10,54,0,0.0,0.0,0.0,4.0
Jet2.com,EAST MIDLANDS INTERNATIONAL,MALAGA,4,30,0,0.0,0.0,0.0,4.0
Jet2.com,EAST MIDLANDS INTERNATIONAL,DALAMAN,8,29,0,0.0,0.0,0.0,12.0
Ryanair,STANSTED,ANCONA,6,30,0,0.0,0.0,0.0,34.0
easyJet,LIVERPOOL (JOHN LENNON),JERSEY,9,25,0,0.0,0.0,0.0,9.0
British Airways,HEATHROW,LARNACA,1,65,0,0.0,0.0,0.0,12.0
easyJet,LIVERPOOL (JOHN LENNON),JERSEY,6,27,0,0.0,0.0,0.0,9.0
Ryanair,EDINBURGH,CORK,12,40,0,0.0,0.0,0.0,14.1
Lufthansa,GLASGOW,FRANKFURT MAIN,2,34,0,0.0,0.0,0.0,6.0
British Airways,HEATHROW,MANCHESTER,5,194,1,0.0,0.0,0.005128205128205128,8.0
Virgin Atlantic Airways Ltd,HEATHROW,SAN FRANCISCO,11,30,0,0.0,0.0,0.0,14.0
Air France,EDINBURGH,PARIS (CHARLES DE GAULLE),6,86,2,0.0,0.0,0.022727272727272728,11.0
easyJet,LUTON,ARRECIFE,3,30,0,0.0,0.0,0.0,9.0
Air France,BIRMINGHAM,PARIS (CHARLES DE GAULLE),3,98,0,0.0,0.0,0.0,4.0
Klm,GLASGOW,AMSTERDAM,9,81,1,0.0,0.0,0.012195121951219513,17.0
Delta Airlines,HEATHROW,MINNEAPOLIS-ST PAUL,4,29,1,0.0,0.0,0.03333333333333333,16.0
Ryanair,EDINBURGH,BUDAPEST,5,26,0,0.0,0.0,0.0,13.76923076923077
easyJet,LUTON,MILAN (MALPENSA),3,25,0,0.0,0.0,0.0,11.0
easyJet,STANSTED,AMSTERDAM,1,30,0,0.0,0.0,0.0,13.0
easyJet,GLASGOW,STANSTED,4,55,0,0.0,0.0,0.0,5.0
easyJet,BRISTOL,ROME (FIUMICINO),7,31,0,0.0,0.0,0.0,29.0
British Airways,HEATHROW,ATLANTA,1,30,0,0.0,0.0,0.0,18.0
Ryanair,STANSTED,LODZ LUBLINEK,5,27,0,0.0,0.0,0.0,19.0
easyJet,JERSEY,GATWICK,9,106,0,0.0,0.0,0.0,19.0
Jet2.com,STANSTED,ANTALYA,9,51,0,0.0,0.0,0.0,17.0
Wizz Air,GATWICK,MILAN (MALPENSA),5,62,0,0.0,0.0,0.0,4.0
Ryanair,STANSTED,IRELAND WEST(KNOCK),8,45,0,0.0,0.0,0.0,13.0
TUI Airways,MANCHESTER,BRIDGETOWN,12,26,0,0.0,0.0,0.0,20.0
British Airways,HEATHROW,MILAN (LINATE),4,196,1,0.0,0.0,0.005076142131979695,7.0
Luxair,LONDON CITY,LUXEMBOURG,12,134,3,0.0,0.0,0.021897810218978103,12.0
Loganair Ltd,EDINBURGH,STORNOWAY,5,31,0,0.0,0.0,0.0,5.0
Royal Air Maroc,HEATHROW,CASABLANCA MOHAMED V,12,39,0,0.0,0.0,0.0,28.0
British Airways,HEATHROW,AMMAN,10,31,0,0.0,0.0,0.0,7.0
easyJet,GATWICK,TURIN,3,51,0,0.0,0.0,0.0,12.0
easyJet,BRISTOL,NEWCASTLE,1,46,0,0.0,0.0,0.0,22.0
Royal Air Maroc,GATWICK,CASABLANCA MOHAMED V,4,30,0,0.0,0.0,0.0,20.0
Ryanair,LEEDS BRADFORD,KRAKOW,2,28,0,0.0,0.0,0.0,5.0
British Airways,HEATHROW,CHICAGO (O'HARE),12,60,1,0.0,0.0,0.01639344262295082,14.0
easyJet,BIRMINGHAM,PALMA DE MALLORCA,10,31,0,0.0,0.0,0.0,19.096774193548388
Jet2.com,NEWCASTLE,TENERIFE (SURREINA SOFIA),8,36,0,0.0,0.0,0.0,9.0
British Airways,HEATHROW,BOSTON,7,89,5,0.0,0.0,0.05319148936170213,9.0
easyJet,BELFAST CITY (GEORGE BEST),GATWICK,10,86,1,0.0,0.0,0.011494252873563218,4.0
Ryanair,STANSTED,CAGLIARI (ELMAS),3,25,0,0.0,0.0,0.0,10.08
Norwegian Air Shuttle Aoc As,GATWICK,BERGEN,12,56,0,0.0,0.0,0.0,7.0
Ryanair,STANSTED,LAS PALMAS,2,33,0,0.0,0.0,0.0,9.0
Jet2.com,MANCHESTER,MAHON,9,30,0,0.0,0.0,0.0,20.0
Air Malta,GATWICK,MALTA,3,31,0,0.0,0.0,0.0,2.0
Klm Cityhopper,ABERDEEN,AMSTERDAM,7,132,0,0.0,0.0,0.0,16.0
Loganair Ltd,ISLE OF MAN,MANCHESTER,4,59,1,0.0,0.0,0.016666666666666666,11.0
Klm,EXETER,AMSTERDAM,9,28,2,0.0,0.0,0.06666666666666667,14.0
Klm,EDINBURGH,AMSTERDAM,10,127,4,0.0,0.0,0.030534351145038167,15.0
British Airways,HEATHROW,AMSTERDAM,11,258,1,0.0,0.0,0.003861003861003861,7.0
Loganair Ltd,HEATHROW,DUNDEE,6,30,0,0.0,0.0,0.0,6.0
British Airways,HEATHROW,SAN FRANCISCO,7,62,0,0.0,0.0,0.0,5.0
Virgin Atlantic Airways Ltd,HEATHROW,MALE INTERNATIONAL,3,29,2,0.0,0.0,0.06451612903225806,10.0
Jet2.com,MANCHESTER,MAHON,8,36,0,0.0,0.0,0.0,23.0
Luxair,LONDON CITY,LUXEMBOURG,10,134,2,0.0,0.0,0.014705882352941176,10.0
Ryanair,LIVERPOOL (JOHN LENNON),TENERIFE (SURREINA SOFIA),11,25,0,0.0,0.0,0.0,4.0
Ryanair,STANSTED,STOCKHOLM (ARLANDA),2,51,0,0.0,0.0,0.0,16.0
easyJet,GATWICK,BUDAPEST,3,31,0,0.0,0.0,0.0,2.0
Wizz Air,LUTON,BELGRADE,1,31,0,0.0,0.0,0.0,19.0
Swiss Airlines,BIRMINGHAM,ZURICH,8,39,1,0.0,0.0,0.025,19.0
easyJet,GATWICK,MIKONOS,8,44,0,0.0,0.0,0.0,14.0
Jet2.com,NEWCASTLE,FARO,9,29,0,0.0,0.0,0.0,4.0
British Airways,GATWICK,VANCOUVER,7,31,0,0.0,0.0,0.0,15.0
American Airlines,HEATHROW,RALEIGH,12,31,0,0.0,0.0,0.0,14.0
Ryanair,EAST MIDLANDS INTERNATIONAL,ALICANTE,6,65,0,0.0,0.0,0.0,24.0
Air Portugal,GATWICK,OPORTO (PORTUGAL),8,62,0,0.0,0.0,0.0,20.0
British Airways,LONDON CITY,ROTTERDAM,2,67,0,0.0,0.0,0.0,4.0
Emirates,GATWICK,DUBAI,6,90,1,0.0,0.0,0.01098901098901099,15.0
British Airways,HEATHROW,NAIROBI,5,31,0,0.0,0.0,0.0,8.0
British Airways,HEATHROW,DOHA HAMAD,4,51,1,0.0,0.0,0.019230769230769232,3.0
easyJet,LUTON,BELFAST CITY (GEORGE BEST),3,35,0,0.0,0.0,0.0,0.0
Sas,BIRMINGHAM,COPENHAGEN,6,25,0,0.0,0.0,0.0,13.0
easyJet,BRISTOL,BERLIN BRANDENBURG,9,26,0,0.0,0.0,0.0,28.0
Ryanair,EAST MIDLANDS INTERNATIONAL,ALICANTE,9,56,0,0.0,0.0,0.0,17.0
easyJet,GATWICK,OLBIA,9,52,0,0.0,0.0,0.0,45.0
Ryanair,BELFAST INTERNATIONAL,MANCHESTER,2,48,0,0.0,0.0,0.0,7.0
British Airways,GATWICK,MARRAKESH,4,47,0,0.0,0.0,0.0,8.0
British Airways,HEATHROW,VIENNA,5,97,0,0.0,0.0,0.0,6.0
British Airways,HEATHROW,CHANIA,9,28,0,0.0,0.0,0.0,26.0
British Airways,HEATHROW,LJUBLJANA,6,34,0,0.0,0.0,0.0,12.0
easyJet,BRISTOL,GLASGOW,5,89,0,0.0,0.0,0.0,10.0
Loganair Ltd,GLASGOW,CAMPBELTOWN,10,45,1,0.0,0.0,0.021739130434782608,6.0
easyJet,MANCHESTER,BELFAST INTERNATIONAL,11,107,0,0.0,0.0,0.0,16.0
Loganair Ltd,EDINBURGH,STORNOWAY,10,29,1,0.0,0.0,0.03333333333333333,15.0
Ryanair,LUTON,KAUNAS,3,35,0,0.0,0.0,0.0,8.0
easyJet,LUTON,DALAMAN,4,25,1,0.0,0.0,0.038461538461538464,10.0
Ryanair,MANCHESTER,SHANNON,9,26,0,0.0,0.0,0.0,19.23076923076923
Emerald Airlines Uk Ltd,BELFAST CITY (GEORGE BEST),BIRMINGHAM,5,156,2,0.0,0.0,0.012658227848101266,9.0
Air Serbia,HEATHROW,BELGRADE,10,38,0,0.0,0.0,0.0,13.0
British Airways,HEATHROW,NEW YORK (JF KENNEDY),4,238,2,0.0,0.0,0.008333333333333333,5.0
easyJet,GLASGOW,BIRMINGHAM,11,54,0,0.0,0.0,0.0,3.0
Icelandair,GLASGOW,KEFLAVIK,5,31,0,0.0,0.0,0.0,15.0
easyJet,MANCHESTER,LISBON,4,29,1,0.0,0.0,0.03333333333333333,19.82758620689655
Air France,MANCHESTER,PARIS (CHARLES DE GAULLE),3,101,0,0.0,0.0,0.0,9.0
Aer Lingus,ABERDEEN,DUBLIN,4,26,0,0.0,0.0,0.0,8.0
TUI Airways,GATWICK,TENERIFE (SURREINA SOFIA),7,30,1,0.0,0.0,0.03225806451612903,40.0
easyJet,ISLE OF MAN,GATWICK,10,57,1,0.0,0.0,0.017241379310344827,9.0
easyJet,GATWICK,KRAKOW,5,38,1,0.0,0.0,0.02564102564102564,10.0
Wizz Air,LUTON,BRATISLAVA,9,29,0,0.0,0.0,0.0,1.0
British Airways,HEATHROW,VANCOUVER,8,62,0,0.0,0.0,0.0,8.0
British Airways,GATWICK,LAS PALMAS,11,30,0,0.0,0.0,0.0,13.0
Ryanair,MANCHESTER,TENERIFE (SURREINA SOFIA),4,48,0,0.0,0.0,0.0,7.0
British Airways,HEATHROW,NEWCASTLE,2,187,1,0.0,0.0,0.005319148936170213,3.0
British Airways,HEATHROW,HOUSTON,5,60,2,0.0,0.0,0.03225806451612903,19.0
British Airways,HEATHROW,ACCRA,9,30,0,0.0,0.0,0.0,8.0
TUI Airways,MANCHESTER,MAHON,9,26,0,0.0,0.0,0.0,19.0
Swiss Airlines,GATWICK,ZURICH,3,30,1,0.0,0.0,0.03225806451612903,4.0
Ryanair,STANSTED,KARLSRUHE/BADEN BADEN,11,33,0,0.0,0.0,0.0,11.0
Wideroe Flyveselskap A/S,ABERDEEN,STAVANGER,6,37,3,0.0,0.0,0.075,7.0
Wizz Air,LUTON,ISTANBUL,8,31,0,0.0,0.0,0.0,11.0
Ryanair,EDINBURGH,TENERIFE (SURREINA SOFIA),4,25,0,0.0,0.0,0.0,24.2
Ryanair,MANCHESTER,BARCELONA,9,48,0,0.0,0.0,0.0,24.1875
British Airways,HEATHROW,MALAGA,12,60,0,0.0,0.0,0.0,7.0
easyJet,GLASGOW,STANSTED,8,70,1,0.0,0.0,0.014084507042253521,4.0
British Airways,HEATHROW,TOKYO (HANEDA),1,34,2,0.0,0.0,0.05555555555555555,18.0
Sas,EDINBURGH,STOCKHOLM (ARLANDA),4,25,0,0.0,0.0,0.0,4.0
Wizz Air,LUTON,CLUJ NAPOCA,8,53,0,0.0,0.0,0.0,14.0
Ryanair,EAST MIDLANDS INTERNATIONAL,DUBLIN,5,57,0,0.0,0.0,0.0,5.0
easyJet,BRISTOL,GLASGOW,9,93,1,0.0,0.0,0.010638297872340425,15.0
Jet2.com,LEEDS BRADFORD,DALAMAN,6,30,0,0.0,0.0,0.0,20.0
Ryanair,STANSTED,GOTEBORG (LANDVETTER),4,51,0,0.0,0.0,0.0,9.0
Sunexpress,GATWICK,DALAMAN,9,39,0,0.0,0.0,0.0,11.0
easyJet,GLASGOW,BELFAST INTERNATIONAL,3,97,0,0.0,0.0,0.0,3.0
easyJet,MANCHESTER,MILAN (MALPENSA),5,40,0,0.0,0.0,0.0,9.225
Middle East Airlines (Air Liban S A L),HEATHROW,BEIRUT,2,28,0,0.0,0.0,0.0,14.0
Aer Lingus,HEATHROW,DUBLIN,2,280,0,0.0,0.0,0.0,7.0
Korean Air,HEATHROW,SEOUL (INCHEON),10,31,0,0.0,0.0,0.0,22.0
Ryanair,BIRMINGHAM,BEAUVAIS,5,27,0,0.0,0.0,0.0,9.0
Ryanair,BELFAST INTERNATIONAL,MANCHESTER,3,54,0,0.0,0.0,0.0,2.0
Ryanair,STANSTED,PALANGA,4,26,0,0.0,0.0,0.0,12.0
British Airways,JERSEY,HEATHROW,1,91,0,0.0,0.0,0.0,11.0
Lufthansa,EDINBURGH,FRANKFURT MAIN,11,68,1,0.0,0.0,0.014492753623188406,6.0
British Airways,GATWICK,SEVILLE,8,26,1,0.0,0.0,0.037037037037037035,31.0
Ryanair,STANSTED,DUBROVNIK,5,26,0,0.0,0.0,0.0,4.0
easyJet,GATWICK,ARRECIFE,12,73,1,0.0,0.0,0.013513513513513514,21.0
Ryanair,STANSTED,SZCZECIN (GOLENOW),4,35,0,0.0,0.0,0.0,13.0
easyJet,EDINBURGH,LUTON,2,82,0,0.0,0.0,0.0,9.0
Aer Lingus,LEEDS BRADFORD,DUBLIN,7,68,3,0.0,0.0,0.04225352112676056,15.0
British Airways,LONDON CITY,FLORENCE,4,59,0,0.0,0.0,0.0,10.0
British Airways,HEATHROW,HYDERABAD ( RAJIV GHANDI ),3,27,1,0.0,0.0,0.03571428571428571,4.0
easyJet,ISLE OF MAN,LIVERPOOL (JOHN LENNON),5,32,0,0.0,0.0,0.0,12.0
easyJet,GLASGOW,BIRMINGHAM,9,56,0,0.0,0.0,0.0,3.0
Jet2.com,MANCHESTER,PAPHOS,9,31,0,0.0,0.0,0.0,31.0
Air India,HEATHROW,DELHI,2,84,0,0.0,0.0,0.0,13.0
Ryanair,STANSTED,ROME (CIAMPINO),6,128,0,0.0,0.0,0.0,17.0
British Airways,HEATHROW,HANOVER,9,55,2,0.0,0.0,0.03508771929824561,9.0
British Airways,HEATHROW,CAPE TOWN,3,89,1,0.0,0.0,0.011111111111111112,6.0
Ryanair,STANSTED,KATOWICE,6,43,0,0.0,0.0,0.0,17.0
Aegean Airlines,HEATHROW,ATHENS,1,102,0,0.0,0.0,0.0,7.0
Ryanair,STANSTED,WROCLAW,4,61,0,0.0,0.0,0.0,7.0
easyJet,BRISTOL,GLASGOW,4,84,0,0.0,0.0,0.0,7.0
Loganair Ltd,GLASGOW,SUMBURGH,12,29,0,0.0,0.0,0.0,13.0
Ryanair,EDINBURGH,BERLIN BRANDENBURG,11,27,0,0.0,0.0,0.0,9.0
easyJet,GLASGOW,PARIS (CHARLES DE GAULLE),12,46,0,0.0,0.0,0.0,19.0
British Airways,HEATHROW,ISTANBUL,5,80,0,0.0,0.0,0.0,7.0
Ryanair,STANSTED,EDINBURGH,12,93,2,0.0,0.0,0.021052631578947368,8.0
easyJet,GLASGOW,FARO,8,26,0,0.0,0.0,0.0,8.0
easyJet,GATWICK,MILAN (LINATE),4,52,0,0.0,0.0,0.0,9.0
Wideroe Flyveselskap A/S,ABERDEEN,STAVANGER,8,34,2,0.0,0.0,0.05555555555555555,2.0
Loganair Ltd,EDINBURGH,STORNOWAY,3,29,2,0.0,0.0,0.06451612903225806,2.0
